"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 24 09:58:53 GMT 2023","Mon Jul 24 09:58:57 GMT 2023","3587","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 09:58:42 GMT 2023","Mon Jul 24 09:58:44 GMT 2023","2180","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 09:58:26 GMT 2023","Mon Jul 24 09:58:29 GMT 2023","3284","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Mon Jul 24 09:58:44 GMT 2023","Mon Jul 24 09:58:46 GMT 2023","2096","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Mon Jul 24 09:58:39 GMT 2023","Mon Jul 24 09:58:42 GMT 2023","2139","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Mon Jul 24 09:58:29 GMT 2023","Mon Jul 24 09:58:33 GMT 2023","3294","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Mon Jul 24 09:58:35 GMT 2023","Mon Jul 24 09:58:37 GMT 2023","2470","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 09:58:10 GMT 2023","Mon Jul 24 09:58:26 GMT 2023","16192","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Mon Jul 24 09:58:37 GMT 2023","Mon Jul 24 09:58:39 GMT 2023","2189","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 09:58:33 GMT 2023","Mon Jul 24 09:58:35 GMT 2023","2161","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
