"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 23 14:25:17 GMT 2023","Sun Jul 23 14:25:21 GMT 2023","3585","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 14:25:05 GMT 2023","Sun Jul 23 14:25:07 GMT 2023","2190","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 14:25:03 GMT 2023","Sun Jul 23 14:25:05 GMT 2023","2189","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 14:24:56 GMT 2023","Sun Jul 23 14:24:59 GMT 2023","2219","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 14:25:07 GMT 2023","Sun Jul 23 14:25:10 GMT 2023","2176","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 14:24:39 GMT 2023","Sun Jul 23 14:24:50 GMT 2023","10601","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 14:24:59 GMT 2023","Sun Jul 23 14:25:01 GMT 2023","2160","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 14:24:53 GMT 2023","Sun Jul 23 14:24:56 GMT 2023","3242","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 14:25:01 GMT 2023","Sun Jul 23 14:25:03 GMT 2023","2200","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 14:24:50 GMT 2023","Sun Jul 23 14:24:53 GMT 2023","3343","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
