"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 13:35:08 GMT 2023","Sun Jul 23 13:35:12 GMT 2023","3144","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 13:35:20 GMT 2023","Sun Jul 23 13:35:22 GMT 2023","2118","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 13:35:22 GMT 2023","Sun Jul 23 13:35:24 GMT 2023","2091","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 13:35:05 GMT 2023","Sun Jul 23 13:35:08 GMT 2023","3190","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 13:35:14 GMT 2023","Sun Jul 23 13:35:16 GMT 2023","2119","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 13:35:18 GMT 2023","Sun Jul 23 13:35:20 GMT 2023","2053","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 13:35:16 GMT 2023","Sun Jul 23 13:35:18 GMT 2023","2078","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"failed","Sun Jul 23 13:35:32 GMT 2023","Sun Jul 23 13:35:35 GMT 2023","3533","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 13:35:12 GMT 2023","Sun Jul 23 13:35:14 GMT 2023","2103","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 13:34:58 GMT 2023","Sun Jul 23 13:35:05 GMT 2023","7080","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
