"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 14:37:14 GMT 2023","Sun Jul 23 14:37:16 GMT 2023","2073","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 14:37:02 GMT 2023","Sun Jul 23 14:37:05 GMT 2023","3106","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"failed","Sun Jul 23 14:37:25 GMT 2023","Sun Jul 23 14:37:29 GMT 2023","3537","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 14:36:52 GMT 2023","Sun Jul 23 14:36:59 GMT 2023","7183","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 14:37:05 GMT 2023","Sun Jul 23 14:37:07 GMT 2023","2154","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 14:37:12 GMT 2023","Sun Jul 23 14:37:14 GMT 2023","2085","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 14:37:16 GMT 2023","Sun Jul 23 14:37:18 GMT 2023","2079","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 14:37:10 GMT 2023","Sun Jul 23 14:37:12 GMT 2023","2105","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 14:37:07 GMT 2023","Sun Jul 23 14:37:10 GMT 2023","2074","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 14:36:59 GMT 2023","Sun Jul 23 14:37:02 GMT 2023","3176","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
