"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 17:03:22 GMT 2023","Sun Jul 23 17:03:26 GMT 2023","4283","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 17:03:32 GMT 2023","Sun Jul 23 17:03:35 GMT 2023","2621","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 17:03:30 GMT 2023","Sun Jul 23 17:03:32 GMT 2023","2677","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 17:03:43 GMT 2023","Sun Jul 23 17:03:45 GMT 2023","2596","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"failed","Sun Jul 23 17:03:54 GMT 2023","Sun Jul 23 17:03:58 GMT 2023","4027","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 17:03:40 GMT 2023","Sun Jul 23 17:03:43 GMT 2023","2471","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 17:03:26 GMT 2023","Sun Jul 23 17:03:30 GMT 2023","3610","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 17:03:35 GMT 2023","Sun Jul 23 17:03:38 GMT 2023","2530","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 17:03:12 GMT 2023","Sun Jul 23 17:03:22 GMT 2023","10086","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 17:03:38 GMT 2023","Sun Jul 23 17:03:40 GMT 2023","2522","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
