"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 17:14:40 GMT 2023","Sun Jul 23 17:14:48 GMT 2023","7817","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 17:15:04 GMT 2023","Sun Jul 23 17:15:06 GMT 2023","2240","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 17:14:55 GMT 2023","Sun Jul 23 17:14:57 GMT 2023","2306","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 17:14:48 GMT 2023","Sun Jul 23 17:14:52 GMT 2023","3314","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 17:15:06 GMT 2023","Sun Jul 23 17:15:09 GMT 2023","2234","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 17:14:57 GMT 2023","Sun Jul 23 17:15:00 GMT 2023","2283","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"failed","Sun Jul 23 17:15:16 GMT 2023","Sun Jul 23 17:15:20 GMT 2023","3692","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 17:15:00 GMT 2023","Sun Jul 23 17:15:02 GMT 2023","2254","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 17:15:02 GMT 2023","Sun Jul 23 17:15:04 GMT 2023","2298","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 17:14:52 GMT 2023","Sun Jul 23 17:14:55 GMT 2023","3345","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
