"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 23 12:39:57 GMT 2023","Sun Jul 23 12:40:01 GMT 2023","3550","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 12:39:37 GMT 2023","Sun Jul 23 12:39:39 GMT 2023","2132","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 12:39:48 GMT 2023","Sun Jul 23 12:39:50 GMT 2023","2094","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 12:39:34 GMT 2023","Sun Jul 23 12:39:37 GMT 2023","3134","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 12:39:31 GMT 2023","Sun Jul 23 12:39:34 GMT 2023","3238","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 12:39:23 GMT 2023","Sun Jul 23 12:39:31 GMT 2023","8099","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 12:39:41 GMT 2023","Sun Jul 23 12:39:44 GMT 2023","2117","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 12:39:39 GMT 2023","Sun Jul 23 12:39:41 GMT 2023","2135","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 12:39:44 GMT 2023","Sun Jul 23 12:39:46 GMT 2023","2115","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 12:39:46 GMT 2023","Sun Jul 23 12:39:48 GMT 2023","2111","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
