"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 23 16:17:20 GMT 2023","Sun Jul 23 16:17:23 GMT 2023","3494","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 16:17:08 GMT 2023","Sun Jul 23 16:17:10 GMT 2023","2076","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 16:17:06 GMT 2023","Sun Jul 23 16:17:08 GMT 2023","2066","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 16:16:53 GMT 2023","Sun Jul 23 16:16:57 GMT 2023","3279","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 16:17:00 GMT 2023","Sun Jul 23 16:17:02 GMT 2023","2120","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 16:17:10 GMT 2023","Sun Jul 23 16:17:12 GMT 2023","2074","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 16:16:44 GMT 2023","Sun Jul 23 16:16:53 GMT 2023","8948","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 16:17:02 GMT 2023","Sun Jul 23 16:17:04 GMT 2023","2087","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 16:17:04 GMT 2023","Sun Jul 23 16:17:06 GMT 2023","2081","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 16:16:57 GMT 2023","Sun Jul 23 16:17:00 GMT 2023","3183","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
