"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 16:12:20 GMT 2023","Sun Jul 23 16:12:22 GMT 2023","2091","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 16:12:26 GMT 2023","Sun Jul 23 16:12:28 GMT 2023","2112","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 16:12:18 GMT 2023","Sun Jul 23 16:12:20 GMT 2023","2125","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 16:12:02 GMT 2023","Sun Jul 23 16:12:09 GMT 2023","7111","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 16:12:22 GMT 2023","Sun Jul 23 16:12:24 GMT 2023","2139","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 16:12:15 GMT 2023","Sun Jul 23 16:12:18 GMT 2023","2109","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 16:12:24 GMT 2023","Sun Jul 23 16:12:26 GMT 2023","2090","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 16:12:09 GMT 2023","Sun Jul 23 16:12:12 GMT 2023","3260","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 16:12:12 GMT 2023","Sun Jul 23 16:12:15 GMT 2023","3181","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"failed","Sun Jul 23 16:12:35 GMT 2023","Sun Jul 23 16:12:39 GMT 2023","3560","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
