"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 12:50:53 GMT 2023","Sun Jul 23 12:50:55 GMT 2023","2141","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 12:51:01 GMT 2023","Sun Jul 23 12:51:03 GMT 2023","2119","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 12:51:03 GMT 2023","Sun Jul 23 12:51:05 GMT 2023","2113","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 12:50:59 GMT 2023","Sun Jul 23 12:51:01 GMT 2023","2096","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 12:50:55 GMT 2023","Sun Jul 23 12:50:57 GMT 2023","2116","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"failed","Sun Jul 23 12:51:13 GMT 2023","Sun Jul 23 12:51:16 GMT 2023","3588","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 12:50:46 GMT 2023","Sun Jul 23 12:50:49 GMT 2023","3217","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 12:50:50 GMT 2023","Sun Jul 23 12:50:53 GMT 2023","3213","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 12:50:57 GMT 2023","Sun Jul 23 12:50:59 GMT 2023","2137","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 12:50:32 GMT 2023","Sun Jul 23 12:50:46 GMT 2023","14311","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
