"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 24 09:26:05 GMT 2023","Mon Jul 24 09:26:08 GMT 2023","3676","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 09:25:52 GMT 2023","Mon Jul 24 09:25:55 GMT 2023","2320","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 09:25:28 GMT 2023","Mon Jul 24 09:25:36 GMT 2023","8077","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Mon Jul 24 09:25:40 GMT 2023","Mon Jul 24 09:25:43 GMT 2023","3314","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Mon Jul 24 09:25:36 GMT 2023","Mon Jul 24 09:25:40 GMT 2023","3504","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Mon Jul 24 09:25:45 GMT 2023","Mon Jul 24 09:25:48 GMT 2023","2235","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 09:25:55 GMT 2023","Mon Jul 24 09:25:57 GMT 2023","2203","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Mon Jul 24 09:25:48 GMT 2023","Mon Jul 24 09:25:50 GMT 2023","2250","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 09:25:50 GMT 2023","Mon Jul 24 09:25:52 GMT 2023","2280","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Mon Jul 24 09:25:43 GMT 2023","Mon Jul 24 09:25:45 GMT 2023","2319","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
