"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 11:35:14 GMT 2023","Mon Jul 24 11:35:16 GMT 2023","2181","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 11:35:05 GMT 2023","Mon Jul 24 11:35:07 GMT 2023","2274","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Mon Jul 24 11:35:02 GMT 2023","Mon Jul 24 11:35:05 GMT 2023","3378","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Mon Jul 24 11:34:51 GMT 2023","Mon Jul 24 11:34:58 GMT 2023","7234","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"failed","Mon Jul 24 11:35:26 GMT 2023","Mon Jul 24 11:35:29 GMT 2023","3616","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 11:35:09 GMT 2023","Mon Jul 24 11:35:12 GMT 2023","2180","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 11:35:07 GMT 2023","Mon Jul 24 11:35:09 GMT 2023","2148","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 11:34:58 GMT 2023","Mon Jul 24 11:35:02 GMT 2023","3312","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Mon Jul 24 11:35:16 GMT 2023","Mon Jul 24 11:35:18 GMT 2023","2130","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Mon Jul 24 11:35:12 GMT 2023","Mon Jul 24 11:35:14 GMT 2023","2145","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
