"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 13:24:40 GMT 2023","Sun Jul 23 13:24:43 GMT 2023","2490","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 13:24:35 GMT 2023","Sun Jul 23 13:24:38 GMT 2023","2490","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"failed","Sun Jul 23 13:24:51 GMT 2023","Sun Jul 23 13:24:55 GMT 2023","4007","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 13:24:38 GMT 2023","Sun Jul 23 13:24:40 GMT 2023","2447","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 13:24:33 GMT 2023","Sun Jul 23 13:24:35 GMT 2023","2504","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 13:24:24 GMT 2023","Sun Jul 23 13:24:28 GMT 2023","3503","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 13:24:28 GMT 2023","Sun Jul 23 13:24:30 GMT 2023","2470","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 13:24:20 GMT 2023","Sun Jul 23 13:24:24 GMT 2023","3664","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 13:24:30 GMT 2023","Sun Jul 23 13:24:33 GMT 2023","2506","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 13:24:08 GMT 2023","Sun Jul 23 13:24:20 GMT 2023","12195","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
