"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 13:42:20 GMT 2023","Sun Jul 23 13:42:22 GMT 2023","2070","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 13:41:53 GMT 2023","Sun Jul 23 13:42:06 GMT 2023","12655","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 13:42:16 GMT 2023","Sun Jul 23 13:42:18 GMT 2023","2041","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 13:42:14 GMT 2023","Sun Jul 23 13:42:16 GMT 2023","2071","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 13:42:12 GMT 2023","Sun Jul 23 13:42:14 GMT 2023","2064","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 13:42:09 GMT 2023","Sun Jul 23 13:42:12 GMT 2023","3118","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"failed","Sun Jul 23 13:42:31 GMT 2023","Sun Jul 23 13:42:35 GMT 2023","3467","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 13:42:18 GMT 2023","Sun Jul 23 13:42:20 GMT 2023","2014","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 13:42:22 GMT 2023","Sun Jul 23 13:42:24 GMT 2023","2051","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 13:42:06 GMT 2023","Sun Jul 23 13:42:09 GMT 2023","3129","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
