"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 16:21:24 GMT 2023","Sun Jul 23 16:21:27 GMT 2023","2486","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 16:21:27 GMT 2023","Sun Jul 23 16:21:29 GMT 2023","2438","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"failed","Sun Jul 23 16:21:45 GMT 2023","Sun Jul 23 16:21:49 GMT 2023","3857","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 16:21:32 GMT 2023","Sun Jul 23 16:21:34 GMT 2023","2427","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 16:21:34 GMT 2023","Sun Jul 23 16:21:37 GMT 2023","2386","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 16:21:14 GMT 2023","Sun Jul 23 16:21:18 GMT 2023","3767","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 16:21:18 GMT 2023","Sun Jul 23 16:21:22 GMT 2023","3487","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 16:21:29 GMT 2023","Sun Jul 23 16:21:32 GMT 2023","2457","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 16:21:22 GMT 2023","Sun Jul 23 16:21:24 GMT 2023","2586","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 16:20:55 GMT 2023","Sun Jul 23 16:21:14 GMT 2023","19081","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
