"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 23 14:28:48 GMT 2023","Sun Jul 23 14:28:52 GMT 2023","3738","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 14:28:10 GMT 2023","Sun Jul 23 14:28:20 GMT 2023","9706","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 14:28:38 GMT 2023","Sun Jul 23 14:28:40 GMT 2023","2269","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 14:28:20 GMT 2023","Sun Jul 23 14:28:23 GMT 2023","3449","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 14:28:31 GMT 2023","Sun Jul 23 14:28:34 GMT 2023","2278","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 14:28:29 GMT 2023","Sun Jul 23 14:28:31 GMT 2023","2293","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 14:28:27 GMT 2023","Sun Jul 23 14:28:29 GMT 2023","2268","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 14:28:23 GMT 2023","Sun Jul 23 14:28:27 GMT 2023","3325","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 14:28:34 GMT 2023","Sun Jul 23 14:28:36 GMT 2023","2242","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 14:28:36 GMT 2023","Sun Jul 23 14:28:38 GMT 2023","2255","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
