"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 16:59:39 GMT 2023","Sun Jul 23 16:59:41 GMT 2023","2317","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 16:59:35 GMT 2023","Sun Jul 23 16:59:38 GMT 2023","3340","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 16:59:41 GMT 2023","Sun Jul 23 16:59:43 GMT 2023","2228","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 16:59:21 GMT 2023","Sun Jul 23 16:59:32 GMT 2023","10548","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"failed","Sun Jul 23 17:00:00 GMT 2023","Sun Jul 23 17:00:04 GMT 2023","4067","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 16:59:50 GMT 2023","Sun Jul 23 16:59:52 GMT 2023","2226","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 16:59:45 GMT 2023","Sun Jul 23 16:59:48 GMT 2023","2252","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 16:59:48 GMT 2023","Sun Jul 23 16:59:50 GMT 2023","2269","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 16:59:32 GMT 2023","Sun Jul 23 16:59:35 GMT 2023","3404","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 16:59:43 GMT 2023","Sun Jul 23 16:59:45 GMT 2023","2271","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
