"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 13:49:24 GMT 2023","Mon Jul 24 13:49:26 GMT 2023","2064","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 13:48:46 GMT 2023","Mon Jul 24 13:49:13 GMT 2023","27517","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Mon Jul 24 13:49:14 GMT 2023","Mon Jul 24 13:49:17 GMT 2023","3352","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Mon Jul 24 13:49:26 GMT 2023","Mon Jul 24 13:49:28 GMT 2023","2096","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Mon Jul 24 13:49:17 GMT 2023","Mon Jul 24 13:49:20 GMT 2023","3139","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Mon Jul 24 13:49:30 GMT 2023","Mon Jul 24 13:49:33 GMT 2023","2112","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"failed","Mon Jul 24 13:49:40 GMT 2023","Mon Jul 24 13:49:43 GMT 2023","3517","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 13:49:22 GMT 2023","Mon Jul 24 13:49:24 GMT 2023","2109","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 13:49:28 GMT 2023","Mon Jul 24 13:49:30 GMT 2023","2013","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 13:49:20 GMT 2023","Mon Jul 24 13:49:22 GMT 2023","2102","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
