"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 17:10:18 GMT 2023","Sun Jul 23 17:10:25 GMT 2023","7390","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 17:10:32 GMT 2023","Sun Jul 23 17:10:34 GMT 2023","2148","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 17:10:34 GMT 2023","Sun Jul 23 17:10:36 GMT 2023","2192","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 17:10:43 GMT 2023","Sun Jul 23 17:10:45 GMT 2023","2240","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 17:10:38 GMT 2023","Sun Jul 23 17:10:40 GMT 2023","2179","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"failed","Sun Jul 23 17:10:53 GMT 2023","Sun Jul 23 17:10:56 GMT 2023","3587","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 17:10:36 GMT 2023","Sun Jul 23 17:10:38 GMT 2023","2158","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 17:10:25 GMT 2023","Sun Jul 23 17:10:29 GMT 2023","3266","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 17:10:29 GMT 2023","Sun Jul 23 17:10:32 GMT 2023","3222","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 17:10:41 GMT 2023","Sun Jul 23 17:10:43 GMT 2023","2267","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
