"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 13:39:07 GMT 2023","Mon Jul 24 13:39:09 GMT 2023","2164","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 13:38:56 GMT 2023","Mon Jul 24 13:38:59 GMT 2023","3457","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Mon Jul 24 13:39:04 GMT 2023","Mon Jul 24 13:39:07 GMT 2023","2171","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 13:39:11 GMT 2023","Mon Jul 24 13:39:13 GMT 2023","2155","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 13:39:13 GMT 2023","Mon Jul 24 13:39:15 GMT 2023","2179","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Mon Jul 24 13:38:59 GMT 2023","Mon Jul 24 13:39:02 GMT 2023","3270","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"failed","Mon Jul 24 13:39:23 GMT 2023","Mon Jul 24 13:39:26 GMT 2023","3604","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 13:38:34 GMT 2023","Mon Jul 24 13:38:55 GMT 2023","21568","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Mon Jul 24 13:39:09 GMT 2023","Mon Jul 24 13:39:11 GMT 2023","2193","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Mon Jul 24 13:39:02 GMT 2023","Mon Jul 24 13:39:04 GMT 2023","2198","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
