"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 12:22:47 GMT 2023","Mon Jul 24 12:22:50 GMT 2023","3608","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Mon Jul 24 12:22:56 GMT 2023","Mon Jul 24 12:22:58 GMT 2023","2395","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 12:22:31 GMT 2023","Mon Jul 24 12:22:46 GMT 2023","15267","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Mon Jul 24 12:23:06 GMT 2023","Mon Jul 24 12:23:08 GMT 2023","2460","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Mon Jul 24 12:23:03 GMT 2023","Mon Jul 24 12:23:06 GMT 2023","2463","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 12:22:54 GMT 2023","Mon Jul 24 12:22:56 GMT 2023","2454","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Mon Jul 24 12:22:50 GMT 2023","Mon Jul 24 12:22:54 GMT 2023","3510","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Mon Jul 24 12:23:01 GMT 2023","Mon Jul 24 12:23:03 GMT 2023","2493","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Mon Jul 24 12:22:58 GMT 2023","Mon Jul 24 12:23:01 GMT 2023","2401","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"failed","Mon Jul 24 12:23:16 GMT 2023","Mon Jul 24 12:23:20 GMT 2023","3938","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
