"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 14:20:20 GMT 2023","Sun Jul 23 14:20:22 GMT 2023","2168","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 14:20:22 GMT 2023","Sun Jul 23 14:20:25 GMT 2023","2337","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"failed","Sun Jul 23 14:20:39 GMT 2023","Sun Jul 23 14:20:42 GMT 2023","3516","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 14:20:15 GMT 2023","Sun Jul 23 14:20:18 GMT 2023","3207","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 14:20:27 GMT 2023","Sun Jul 23 14:20:29 GMT 2023","2105","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 14:20:18 GMT 2023","Sun Jul 23 14:20:20 GMT 2023","2170","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 14:20:12 GMT 2023","Sun Jul 23 14:20:15 GMT 2023","3259","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 14:19:55 GMT 2023","Sun Jul 23 14:20:11 GMT 2023","16006","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 14:20:29 GMT 2023","Sun Jul 23 14:20:31 GMT 2023","2150","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 14:20:25 GMT 2023","Sun Jul 23 14:20:27 GMT 2023","2131","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
