"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 23 15:23:45 GMT 2023","Sun Jul 23 15:23:49 GMT 2023","3517","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 15:23:34 GMT 2023","Sun Jul 23 15:23:36 GMT 2023","2077","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 15:23:08 GMT 2023","Sun Jul 23 15:23:19 GMT 2023","10559","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 15:23:27 GMT 2023","Sun Jul 23 15:23:30 GMT 2023","2160","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 15:23:25 GMT 2023","Sun Jul 23 15:23:27 GMT 2023","2111","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 15:23:19 GMT 2023","Sun Jul 23 15:23:22 GMT 2023","3322","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 15:23:32 GMT 2023","Sun Jul 23 15:23:34 GMT 2023","2087","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 15:23:36 GMT 2023","Sun Jul 23 15:23:38 GMT 2023","2098","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 15:23:22 GMT 2023","Sun Jul 23 15:23:25 GMT 2023","3142","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 15:23:30 GMT 2023","Sun Jul 23 15:23:32 GMT 2023","2095","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
