"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 13:11:18 GMT 2023","Mon Jul 24 13:11:20 GMT 2023","2116","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 13:11:25 GMT 2023","Mon Jul 24 13:11:27 GMT 2023","2119","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Mon Jul 24 13:11:07 GMT 2023","Mon Jul 24 13:11:11 GMT 2023","3976","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Mon Jul 24 13:11:16 GMT 2023","Mon Jul 24 13:11:18 GMT 2023","2152","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 13:11:11 GMT 2023","Mon Jul 24 13:11:14 GMT 2023","3181","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Mon Jul 24 13:11:23 GMT 2023","Mon Jul 24 13:11:25 GMT 2023","2117","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 13:11:20 GMT 2023","Mon Jul 24 13:11:23 GMT 2023","2164","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"failed","Mon Jul 24 13:11:34 GMT 2023","Mon Jul 24 13:11:38 GMT 2023","3520","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 13:11:14 GMT 2023","Mon Jul 24 13:11:16 GMT 2023","2070","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Mon Jul 24 13:10:22 GMT 2023","Mon Jul 24 13:11:07 GMT 2023","44282","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
