"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 12:46:31 GMT 2023","Sun Jul 23 12:46:46 GMT 2023","14991","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 12:47:06 GMT 2023","Sun Jul 23 12:47:09 GMT 2023","2527","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"failed","Sun Jul 23 12:47:18 GMT 2023","Sun Jul 23 12:47:22 GMT 2023","4004","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 12:46:46 GMT 2023","Sun Jul 23 12:46:50 GMT 2023","3621","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 12:46:54 GMT 2023","Sun Jul 23 12:46:56 GMT 2023","2539","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 12:47:01 GMT 2023","Sun Jul 23 12:47:04 GMT 2023","2560","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 12:46:59 GMT 2023","Sun Jul 23 12:47:01 GMT 2023","2526","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 12:46:56 GMT 2023","Sun Jul 23 12:46:59 GMT 2023","2576","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 12:46:50 GMT 2023","Sun Jul 23 12:46:54 GMT 2023","3602","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 12:47:04 GMT 2023","Sun Jul 23 12:47:06 GMT 2023","2560","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
