"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 14:33:33 GMT 2023","Sun Jul 23 14:33:35 GMT 2023","2264","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 14:33:35 GMT 2023","Sun Jul 23 14:33:37 GMT 2023","2238","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 14:33:28 GMT 2023","Sun Jul 23 14:33:31 GMT 2023","2247","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"failed","Sun Jul 23 14:33:45 GMT 2023","Sun Jul 23 14:33:49 GMT 2023","3616","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 14:33:24 GMT 2023","Sun Jul 23 14:33:26 GMT 2023","2214","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 14:33:31 GMT 2023","Sun Jul 23 14:33:33 GMT 2023","2215","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 14:33:17 GMT 2023","Sun Jul 23 14:33:21 GMT 2023","3374","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 14:33:26 GMT 2023","Sun Jul 23 14:33:28 GMT 2023","2196","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 14:33:21 GMT 2023","Sun Jul 23 14:33:24 GMT 2023","3324","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 14:33:02 GMT 2023","Sun Jul 23 14:33:17 GMT 2023","15120","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
