"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 15:11:30 GMT 2023","Sun Jul 23 15:11:32 GMT 2023","2518","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 15:11:25 GMT 2023","Sun Jul 23 15:11:27 GMT 2023","2597","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 15:11:12 GMT 2023","Sun Jul 23 15:11:16 GMT 2023","3660","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 15:11:22 GMT 2023","Sun Jul 23 15:11:25 GMT 2023","2533","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 15:11:32 GMT 2023","Sun Jul 23 15:11:35 GMT 2023","2557","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"failed","Sun Jul 23 15:11:43 GMT 2023","Sun Jul 23 15:11:47 GMT 2023","4044","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 15:11:27 GMT 2023","Sun Jul 23 15:11:30 GMT 2023","2551","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 15:10:57 GMT 2023","Sun Jul 23 15:11:12 GMT 2023","14729","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 15:11:19 GMT 2023","Sun Jul 23 15:11:22 GMT 2023","2581","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 15:11:16 GMT 2023","Sun Jul 23 15:11:19 GMT 2023","3608","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
