"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 11:44:49 GMT 2023","Mon Jul 24 11:44:51 GMT 2023","2406","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Mon Jul 24 11:45:00 GMT 2023","Mon Jul 24 11:45:03 GMT 2023","2448","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Mon Jul 24 11:44:43 GMT 2023","Mon Jul 24 11:44:46 GMT 2023","3245","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"failed","Mon Jul 24 11:45:10 GMT 2023","Mon Jul 24 11:45:14 GMT 2023","3651","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 11:44:56 GMT 2023","Mon Jul 24 11:44:58 GMT 2023","2198","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Mon Jul 24 11:44:54 GMT 2023","Mon Jul 24 11:44:56 GMT 2023","2133","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 11:44:51 GMT 2023","Mon Jul 24 11:44:54 GMT 2023","2179","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 11:44:46 GMT 2023","Mon Jul 24 11:44:49 GMT 2023","3235","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Mon Jul 24 11:44:58 GMT 2023","Mon Jul 24 11:45:00 GMT 2023","2197","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 11:44:34 GMT 2023","Mon Jul 24 11:44:42 GMT 2023","7993","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
