"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 23 17:36:20 GMT 2023","Sun Jul 23 17:36:23 GMT 2023","3467","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 17:35:40 GMT 2023","Sun Jul 23 17:35:54 GMT 2023","14267","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 17:35:54 GMT 2023","Sun Jul 23 17:35:57 GMT 2023","3140","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 17:36:02 GMT 2023","Sun Jul 23 17:36:04 GMT 2023","2075","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 17:36:04 GMT 2023","Sun Jul 23 17:36:06 GMT 2023","2040","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 17:35:57 GMT 2023","Sun Jul 23 17:36:00 GMT 2023","3147","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 17:36:06 GMT 2023","Sun Jul 23 17:36:09 GMT 2023","2082","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 17:36:09 GMT 2023","Sun Jul 23 17:36:11 GMT 2023","2031","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 17:36:11 GMT 2023","Sun Jul 23 17:36:13 GMT 2023","2051","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 17:36:00 GMT 2023","Sun Jul 23 17:36:02 GMT 2023","2092","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
