"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 10:39:04 GMT 2023","Mon Jul 24 10:39:07 GMT 2023","2568","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Mon Jul 24 10:38:42 GMT 2023","Mon Jul 24 10:38:52 GMT 2023","9893","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"failed","Mon Jul 24 10:39:23 GMT 2023","Mon Jul 24 10:39:27 GMT 2023","3934","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Mon Jul 24 10:39:09 GMT 2023","Mon Jul 24 10:39:12 GMT 2023","2463","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Mon Jul 24 10:38:59 GMT 2023","Mon Jul 24 10:39:02 GMT 2023","2571","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Mon Jul 24 10:38:52 GMT 2023","Mon Jul 24 10:38:56 GMT 2023","3650","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Mon Jul 24 10:38:56 GMT 2023","Mon Jul 24 10:38:59 GMT 2023","3534","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Mon Jul 24 10:39:12 GMT 2023","Mon Jul 24 10:39:14 GMT 2023","2447","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Mon Jul 24 10:39:02 GMT 2023","Mon Jul 24 10:39:04 GMT 2023","2581","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Mon Jul 24 10:39:07 GMT 2023","Mon Jul 24 10:39:09 GMT 2023","2551","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
