"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 13:39:13 GMT 2023","Sun Jul 23 13:39:16 GMT 2023","3265","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 13:39:16 GMT 2023","Sun Jul 23 13:39:19 GMT 2023","3233","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 13:39:22 GMT 2023","Sun Jul 23 13:39:24 GMT 2023","2165","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Sun Jul 23 13:39:05 GMT 2023","Sun Jul 23 13:39:13 GMT 2023","7593","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 13:39:31 GMT 2023","Sun Jul 23 13:39:33 GMT 2023","2177","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 13:39:24 GMT 2023","Sun Jul 23 13:39:26 GMT 2023","2347","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 13:39:26 GMT 2023","Sun Jul 23 13:39:28 GMT 2023","2179","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"failed","Sun Jul 23 13:39:40 GMT 2023","Sun Jul 23 13:39:44 GMT 2023","3588","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 13:39:28 GMT 2023","Sun Jul 23 13:39:31 GMT 2023","2164","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 13:39:19 GMT 2023","Sun Jul 23 13:39:22 GMT 2023","2298","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
