"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 13:44:44 GMT 2023","Sun Jul 23 13:44:46 GMT 2023","2101","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 13:44:40 GMT 2023","Sun Jul 23 13:44:42 GMT 2023","2127","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"failed","Sun Jul 23 13:44:58 GMT 2023","Sun Jul 23 13:45:02 GMT 2023","3661","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 13:44:31 GMT 2023","Sun Jul 23 13:44:34 GMT 2023","3266","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 13:44:37 GMT 2023","Sun Jul 23 13:44:40 GMT 2023","2598","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 13:44:34 GMT 2023","Sun Jul 23 13:44:37 GMT 2023","3197","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 13:44:42 GMT 2023","Sun Jul 23 13:44:44 GMT 2023","2129","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Sun Jul 23 13:44:46 GMT 2023","Sun Jul 23 13:44:49 GMT 2023","2145","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 13:44:49 GMT 2023","Sun Jul 23 13:44:51 GMT 2023","2128","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 13:44:23 GMT 2023","Sun Jul 23 13:44:31 GMT 2023","7340","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
