"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 15:48:15 GMT 2023","Sun Jul 23 15:48:17 GMT 2023","2280","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"failed","Sun Jul 23 15:48:32 GMT 2023","Sun Jul 23 15:48:36 GMT 2023","3756","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Sun Jul 23 15:48:17 GMT 2023","Sun Jul 23 15:48:20 GMT 2023","2293","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"passed","Sun Jul 23 15:48:07 GMT 2023","Sun Jul 23 15:48:10 GMT 2023","3309","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Sun Jul 23 15:48:22 GMT 2023","Sun Jul 23 15:48:24 GMT 2023","2269","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Sun Jul 23 15:48:20 GMT 2023","Sun Jul 23 15:48:22 GMT 2023","2296","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Sun Jul 23 15:47:31 GMT 2023","Sun Jul 23 15:48:07 GMT 2023","36445","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Sun Jul 23 15:47:23 GMT 2023","Sun Jul 23 15:47:31 GMT 2023","7849","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Sun Jul 23 15:48:10 GMT 2023","Sun Jul 23 15:48:13 GMT 2023","2308","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Sun Jul 23 15:48:13 GMT 2023","Sun Jul 23 15:48:15 GMT 2023","2279","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
